UniProtAccession,UniProtID,EntryType,GeneSymbol,GeneSynonyms,ProteinName,Function,DiseaseAssociations,SubcellularLocation,TissueSpecificity,PathwayAnnotation,Keywords,Domains,BindingSites,ActiveSites,AlphaFoldID,PDB_IDs,DrugBankIDs,ChEMBL_IDs,KEGG_IDs,ReactomePathways,SequenceLength,MolecularWeight,Organism
O75874,IDHC_HUMAN,reviewed,IDH1,PICD,Isocitrate dehydrogenase [NADP] cytoplasmic,"Catalyzes the NADP(+)-dependent oxidative decarboxylation of isocitrate (D-threo-isocitrate) to 2-ketoglutarate (2-oxoglutarate), which is required by other enzymes such as the phytanoyl-CoA dioxygenase (PubMed:10521434, PubMed:19935646). Plays a critical role in the generation of NADPH, an important cofactor in many biosynthesis pathways (PubMed:10521434). May act as a corneal epithelial crystallin and may be involved in maintaining corneal epithelial transparency (By similarity)",Glioma (GLM),"Cytoplasm, cytosol; Peroxisome",,,3D-structure|Acetylation|Cytoplasm|Direct protein sequencing|Glyoxylate bypass|Magnesium|Manganese|Metal-binding|NADP|Oxidoreductase|Peroxisome|Phosphoprotein|Proteomics identification|Reference proteome|Tricarboxylic acid cycle,, [75-77]|in other chain [77-77]| [82-82]|in other chain [94-100]|in other chain [109-109]|in other chain [132-132]| [212-212]| [252-252]| [260-260]|in other chain [275-275]|in other chain [279-279]| [310-315]| [328-328],,O75874,1T09|1T0L|3INM|3MAP|3MAR|3MAS|4I3K|4I3L|4KZO|4L03|4L04|4L06|4UMX|4UMY|4XRX|4XS3|5DE1|5GIR|5K10|5K11|5L57|5L58|5LGE|5SUN|5SVF|5TQH|5YFM|5YFN|6ADG|6B0Z,DB13874|DB09374|DB01727|DB14568|DB03461|DB16267|DB17097,CHEMBL2007625,hsa:3417,R-HSA-2978092:Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate|R-HSA-389542:NADPH regeneration|R-HSA-6798695:Neutrophil degranulation|R-HSA-9033241:Peroxisomal protein import|R-HSA-9818025:NFE2L2 regulating TCA cycle genes,414,46659,Homo sapiens
P40305,IFI27_HUMAN,reviewed,IFI27,,"Interferon alpha-inducible protein 27, mitochondrial","Probable adapter protein involved in different biological processes (PubMed:22427340, PubMed:27194766). Part of the signaling pathways that lead to apoptosis (PubMed:18330707, PubMed:24970806, PubMed:27673746). Involved in type-I interferon-induced apoptosis characterized by a rapid and robust release of cytochrome C from the mitochondria and activation of BAX and caspases 2, 3, 6, 8 and 9 (PubMed:18330707, PubMed:27673746). Also functions in TNFSF10-induced apoptosis (PubMed:24970806). May also have a function in the nucleus, where it may be involved in the interferon-induced negative regulation of the transcriptional activity of NR4A1, NR4A2 and NR4A3 through the enhancement of XPO1-mediated nuclear export of these nuclear receptors (PubMed:22427340). May thereby play a role in the vascular response to injury (By similarity). In the innate immune response, has an antiviral activity towards hepatitis C virus/HCV (PubMed:27194766, PubMed:27777077). May prevent the replication of the virus by recruiting both the hepatitis C virus non-structural protein 5A/NS5A and the ubiquitination machinery via SKP2, promoting the ubiquitin-mediated proteasomal degradation of NS5A (PubMed:27194766, PubMed:27777077). Also promotes virus-induced pyroptosis by activating CASP3 in the mitochondria after 'Lys-6'-linked ubiquitination by TRIM21 (PubMed:36426955)",,Mitochondrion membrane; Nucleus inner membrane; Endoplasmic reticulum membrane,,,Alternative splicing|Antiviral defense|Apoptosis|Endoplasmic reticulum|Host-virus interaction|Immunity|Innate immunity|Isopeptide bond|Membrane|Mitochondrion|Nucleus|Proteomics identification|Reference proteome|Transcription|Transcription regulation|Transit peptide|Transmembrane|Transmembrane helix|Ubl conjugation,,,,P40305,,,,hsa:3429,R-HSA-909733:Interferon alpha/beta signaling|R-HSA-9909505:Modulation of host responses by IFN-stimulated genes,122,11542,Homo sapiens
P0DY56,IFNA1_HUMAN,reviewed,IFNA1,,Interferon alpha-1,"Produced by macrophages, IFN-alpha have antiviral activities. Interferon stimulates the production of two enzymes: a protein kinase and an oligoadenylate synthetase",,Secreted,,,3D-structure|Antiviral defense|Cytokine|Direct protein sequencing|Disulfide bond|Reference proteome|Secreted|Signal,,,,P01562,3UX9,,CHEMBL3713007,,,189,21725,Homo sapiens
P01579,IFNG_HUMAN,reviewed,IFNG,,Interferon gamma,"Type II interferon produced by immune cells such as T-cells and NK cells that plays crucial roles in antimicrobial, antiviral, and antitumor responses by activating effector immune cells and enhancing antigen presentation (PubMed:16914093, PubMed:8666937). Primarily signals through the JAK-STAT pathway after interaction with its receptor IFNGR1 to affect gene regulation (PubMed:8349687). Upon IFNG binding, IFNGR1 intracellular domain opens out to allow association of downstream signaling components JAK2, JAK1 and STAT1, leading to STAT1 activation, nuclear translocation and transcription of IFNG-regulated genes. Many of the induced genes are transcription factors such as IRF1 that are able to further drive regulation of a next wave of transcription (PubMed:16914093). Plays a role in class I antigen presentation pathway by inducing a replacement of catalytic proteasome subunits with immunoproteasome subunits (PubMed:8666937). In turn, increases the quantity, quality, and repertoire of peptides for class I MHC loading (PubMed:8163024). Increases the efficiency of peptide generation also by inducing the expression of activator PA28 that associates with the proteasome and alters its proteolytic cleavage preference (PubMed:11112687). Up-regulates as well MHC II complexes on the cell surface by promoting expression of several key molecules such as cathepsins B/CTSB, H/CTSH, and L/CTSL (PubMed:7729559). Participates in the regulation of hematopoietic stem cells during development and under homeostatic conditions by affecting their development, quiescence, and differentiation (By similarity)",Aplastic anemia (AA)|Immunodeficiency 69 (IMD69),Secreted,Released primarily from activated T lymphocytes,,3D-structure|Antiviral defense|Cleavage on pair of basic residues|Cytokine|Direct protein sequencing|Glycoprotein|Growth regulation|Pharmaceutical|Proteomics identification|Pyrrolidone carboxylic acid|Reference proteome|Secreted|Signal,,,,P01579,1EKU|1FG9|1FYH|1HIG|3BES|6E3K|6E3L,DB14724|DB05111|DB10770|DB10772|DB01677|DB01296|DB17892|DB05110,CHEMBL3286073,hsa:3458,R-HSA-877300:Interferon gamma signaling|R-HSA-877312:Regulation of IFNG signaling|R-HSA-8877330:RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)|R-HSA-8950505:Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation|R-HSA-9732724:IFNG signaling activates MAPKs,166,19348,Homo sapiens
P05019,IGF1_HUMAN,reviewed,IGF1,IBP1|IGF-1,Insulin-like growth factor 1,"The insulin-like growth factors, isolated from plasma, are structurally and functionally related to insulin but have a much higher growth-promoting activity. May be a physiological regulator of [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblasts. Stimulates glucose transport in bone-derived osteoblastic (PyMS) cells and is effective at much lower concentrations than insulin, not only regarding glycogen and DNA synthesis but also with regard to enhancing glucose uptake. May play a role in synapse maturation (PubMed:21076856, PubMed:24132240). Ca(2+)-dependent exocytosis of IGF1 is required for sensory perception of smell in the olfactory bulb (By similarity). Acts as a ligand for IGF1R. Binds to the alpha subunit of IGF1R, leading to the activation of the intrinsic tyrosine kinase activity which autophosphorylates tyrosine residues in the beta subunit thus initiating a cascade of down-stream signaling events leading to activation of the PI3K-AKT/PKB and the Ras-MAPK pathways. Binds to integrins ITGAV:ITGB3 and ITGA6:ITGB4. Its binding to integrins and subsequent ternary complex formation with integrins and IGFR1 are essential for IGF1 signaling. Induces the phosphorylation and activation of IGFR1, MAPK3/ERK1, MAPK1/ERK2 and AKT1 (PubMed:19578119, PubMed:22351760, PubMed:23243309, PubMed:23696648). As part of the MAPK/ERK signaling pathway, acts as a negative regulator of apoptosis in cardiomyocytes via promotion of STUB1/CHIP-mediated ubiquitination and degradation of ICER-type isoforms of CREM (By similarity)",Insulin-like growth factor I deficiency (IGF1D),Secreted,,,3D-structure|Alternative splicing|Deafness|Direct protein sequencing|Disulfide bond|Dwarfism|Growth factor|Intellectual disability|Proteomics identification|Reference proteome|Secreted|Signal,,,,P05019,1B9G|1BQT|1GZR|1GZY|1GZZ|1H02|1H59|1IMX|1PMX|1TGR|1WQJ|2DSP|2DSQ|2DSR|2GF1|3GF1|3LRI|4XSS|5U8Q|6FF3|6PYH|6RVA|7S0Q|7WRQ|7YRR|8EYR|8X06|8X2M|8XJS|8XK1,DB01890|DB02643,CHEMBL3217394,hsa:3479,"R-HSA-114608:Platelet degranulation|R-HSA-2404192:Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)|R-HSA-2428928:IRS-related events triggered by IGF1R|R-HSA-2428933:SHC-related events triggered by IGF1R|R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|R-HSA-422085:Synthesis, secretion, and deacylation of Ghrelin",195,21841,Homo sapiens
P01344,IGF2_HUMAN,reviewed,IGF2,IGF-2,Insulin-like growth factor 2,"Preptin undergoes glucose-mediated co-secretion with insulin, and acts as a physiological amplifier of glucose-mediated insulin secretion. Exhibits osteogenic properties by increasing osteoblast mitogenic activity through phosphoactivation of MAPK1 and MAPK3",Silver-Russell syndrome 1 (SRS1)|Silver-Russell syndrome 3 (SRS3),Secreted,"Expressed in heart, placenta, lung, liver, muscle, kidney, tongue, limb, eye and pancreas",,3D-structure|Alternative splicing|Carbohydrate metabolism|Cleavage on pair of basic residues|Direct protein sequencing|Disease variant|Disulfide bond|Dwarfism|Glucose metabolism|Glycoprotein|Growth factor|Hormone|Mitogen|Osteogenesis|Proteomics identification|Reference proteome|Secreted|Signal,,,,P01344,1IGL|2L29|2V5P|3E4Z|3KR3|5L3L|5L3M|5L3N|6UM2|6VWG|6VWI|8U4C|8U4E|8VJB|8VJC|8YSZ,,CHEMBL3712957,hsa:3481,R-HSA-114608:Platelet degranulation|R-HSA-2404192:Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)|R-HSA-2428928:IRS-related events triggered by IGF1R|R-HSA-2428933:SHC-related events triggered by IGF1R|R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),180,20140,Homo sapiens
P11717,MPRI_HUMAN,reviewed,IGF2R,MPRI,Cation-independent mannose-6-phosphate receptor,"Mediates the transport of phosphorylated lysosomal enzymes from the Golgi complex and the cell surface to lysosomes (PubMed:18817523, PubMed:2963003). Lysosomal enzymes bearing phosphomannosyl residues bind specifically to mannose-6-phosphate receptors in the Golgi apparatus and the resulting receptor-ligand complex is transported to an acidic prelysosomal compartment where the low pH mediates the dissociation of the complex (PubMed:18817523, PubMed:2963003). The receptor is then recycled back to the Golgi for another round of trafficking through its binding to the retromer (PubMed:18817523). This receptor also binds IGF2 (PubMed:18046459). Acts as a positive regulator of T-cell coactivation by binding DPP4 (PubMed:10900005)",,Golgi apparatus membrane; Endosome membrane,,,3D-structure|Acetylation|Direct protein sequencing|Disulfide bond|Endosome|Glycoprotein|Golgi apparatus|Lipoprotein|Membrane|Methylation|Palmitate|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Repeat|Signal|Transmembrane|Transmembrane helix|Transport,MRH 1 [47-163]|MRH 2 [172-320]|MRH 3 [326-468]|MRH 4 [473-619]|MRH 5 [625-762]|MRH 6 [765-924]|MRH 7 [932-1079]|MRH 8 [1082-1219]|MRH 9 [1225-1363]|MRH 10 [1367-1508]|MRH 11 [1514-1648]|MRH 12 [1650-1797]|Fibronectin type-II [1802-1989]|MRH 14 [1992-2127]|MRH 15 [2135-2280],,,P11717,1E6F|1GP0|1GP3|1GQB|1JPL|1JWG|1LF8|2CNJ|2L29|2L2A|2M68|2M6T|2V5N|2V5O|2V5P|5IEI|6N5X|6N5Y|6P8I|6V02|6Z30|6Z31|6Z32|8AFZ,DB02900|DB16099|DB13173|DB16708|DB11848|DB01277|DB14751,CHEMBL3240,hsa:3482,R-HSA-432722:Golgi Associated Vesicle Biogenesis|R-HSA-6798695:Neutrophil degranulation|R-HSA-6811440:Retrograde transport at the Trans-Golgi-Network|R-HSA-8856825:Cargo recognition for clathrin-mediated endocytosis|R-HSA-8856828:Clathrin-mediated endocytosis,2491,274375,Homo sapiens
P08833,IBP1_HUMAN,reviewed,IGFBP1,IBP1,Insulin-like growth factor-binding protein 1,"Multifunctional protein that plays a critical role in regulating the availability of IGFs such as IGF1 and IGF2 to their receptors and thereby regulates IGF-mediated cellular processes including cell migration, proliferation, differentiation or apoptosis in a cell-type specific manner (PubMed:11397844, PubMed:15972819). Also plays a positive role in cell migration by interacting with integrin ITGA5:ITGB1 through its RGD motif (PubMed:7504269). Mechanistically, binding to integrins leads to activation of focal adhesion kinase/PTK2 and stimulation of the mitogen-activated protein kinase (MAPK) pathway (PubMed:11397844). Regulates cardiomyocyte apoptosis by suppressing HIF-1alpha/HIF1A ubiquitination and subsequent degradation (By similarity)",,Secreted,,,3D-structure|Direct protein sequencing|Disulfide bond|Growth factor binding|Phosphoprotein|Proteomics identification|Reference proteome|Secreted|Signal,IGFBP N-terminal [26-107]|Thyroglobulin type-1 [173-251],,,P08833,1ZT3|1ZT5|2DSQ,DB01277,CHEMBL4178,hsa:3484,"R-HSA-380994:ATF4 activates genes in response to endoplasmic reticulum stress|R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|R-HSA-8957275:Post-translational protein phosphorylation|R-HSA-9615017:FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",259,27904,Homo sapiens
P18065,IBP2_HUMAN,reviewed,IGFBP2,BP2|IBP2,Insulin-like growth factor-binding protein 2,"Multifunctional protein that plays a critical role in regulating the availability of IGFs such as IGF1 and IGF2 to their receptors and thereby regulates IGF-mediated cellular processes including proliferation, differentiation, and apoptosis in a cell-type specific manner (PubMed:18563800, PubMed:38796567). Functions coordinately with receptor protein tyrosine phosphatase beta/PTPRB and the IGF1 receptor to regulate IGF1-mediated signaling by stimulating the phosphorylation of PTEN leading to its inactivation and AKT1 activation (PubMed:22869525). Plays a positive role in cell migration via interaction with integrin alpha5/ITGA5 through an RGD motif (PubMed:16569642). Additionally, interaction with ITGA5/ITGB1 enhances the adhesion of endothelial progenitor cells to endothelial cells (PubMed:26076738). Upon mitochondrial damage, facilitates apoptosis with ITGA5 of podocytes, and then activates the phosphorylation of focal adhesion kinase (FAK)-mediated mitochondrial injury (PubMed:38796567)",,Secreted,,,3D-structure|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor binding|Growth regulation|Proteomics identification|Reference proteome|Secreted|Signal,IGFBP N-terminal [38-134]|Thyroglobulin type-1 [224-306],,,P18065,2H7T,DB01277,CHEMBL3088,hsa:3485,R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),325,34814,Homo sapiens
P17936,IBP3_HUMAN,reviewed,IGFBP3,IBP3,Insulin-like growth factor-binding protein 3,"Multifunctional protein that plays a critical role in regulating the availability of IGFs such as IGF1 and IGF2 to their receptors and thereby regulates IGF-mediated cellular processes including proliferation, differentiation, and apoptosis in a cell-type specific manner (PubMed:10874028, PubMed:19556345). Also exhibits IGF-independent antiproliferative and apoptotic effects mediated by its receptor TMEM219/IGFBP-3R (PubMed:20353938). Inhibits the positive effect of humanin on insulin sensitivity (PubMed:19623253). Promotes testicular germ cell apoptosis (PubMed:19952275). Acts via LRP-1/alpha2M receptor, also known as TGF-beta type V receptor, to mediate cell growth inhibition independent of IGF1 (PubMed:9252371). Mechanistically, induces serine-specific dephosphorylation of IRS1 or IRS2 upon ligation to its receptor, leading to the inhibitory cascade (PubMed:15371331). In the nucleus, interacts with transcription factors such as retinoid X receptor-alpha/RXRA to regulate transcriptional signaling and apoptosis (PubMed:10874028)",,Secreted; Nucleus,Expressed by most tissues. Present in plasma,,3D-structure|Alternative splicing|Apoptosis|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor binding|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|Secreted|Signal,IGFBP N-terminal [36-117]|Thyroglobulin type-1 [210-285],,,P17936,7WRQ,DB00523|DB01277,CHEMBL3997,hsa:3486,R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|R-HSA-6803211:TP53 Regulates Transcription of Death Receptors and Ligands|R-HSA-8957275:Post-translational protein phosphorylation,291,31674,Homo sapiens
P22692,IBP4_HUMAN,reviewed,IGFBP4,IBP4,Insulin-like growth factor-binding protein 4,IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors,,Secreted,,,3D-structure|Alternative splicing|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor binding|Phosphoprotein|Proteomics identification|Reference proteome|Secreted|Signal,IGFBP N-terminal [23-103]|Thyroglobulin type-1 [171-249],,,P22692,1WQJ|2DSP|2DSQ|2DSR,DB01277,CHEMBL2310,hsa:3487,R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|R-HSA-8957275:Post-translational protein phosphorylation,258,27934,Homo sapiens
P24592,IBP6_HUMAN,reviewed,IGFBP6,IBP6,Insulin-like growth factor-binding protein 6,IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Activates the MAPK signaling pathway and induces cell migration (PubMed:24003225),,Secreted,,,3D-structure|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor binding|Proteomics identification|Reference proteome|Secreted|Signal,IGFBP N-terminal [28-107]|Thyroglobulin type-1 [160-234],,,P24592,1RMJ|2JM2,DB01277,CHEMBL2139,hsa:3489,R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),240,25322,Homo sapiens
